password,strength
123456,0
password,0
123456789,0
12345,0
qwerty,0
abc123,0
monkey,0
letmein,0
dragon,0
111111,0
baseball,0
iloveyou,0
trustno1,0
sunshine,0
master,0
welcome,0
shadow,0
ashley,0
football,0
jesus,0
michael,0
ninja,0
mustang,0
password1,0
Alex2020,1
Sunshine1,1
Butterfly9,1
Chocolate2,1
Basketball8,1
Jennifer3,1
Samantha4,1
Elephant5,1
Spongebob6,1
Patrick7,1
Tr0ub4dor&3,2
Corr3ctH0rse,2
St@bleMule88,2
Blu3F!sh2022,2
Gr33nL!ght,2
P@ssw0rdS3cur3,2
R3dR0bin!,2
Y3ll0wSubm@rine,2
g@H7$kL9#pW2*qR!,3
xY8$vL#mN3@pQ!zR5,3
aB3$dE8%fG9^hJ2&kL,3
qW6$eR7%tY1^uI3(oP,3
zX4$cV5%bN6^mM7*Qw,3
P@ssw0rdS!mpL3xity,3
sacrc,0
upzwkbk0ymv,3
hqablrgnpdxlzjimd,0
"+^xxp=#)""f_ic:>';f",0
pafexmqnxuubkjkexaylx,0
ipnggfydx,0
"b$*2c[#$z,;[4<{>0we)",3
"7`+,wp""j6u2q;>{w",3
xfqmjpkzz,0
!jnpwzbc_-t)|=ya,0
f3tnbk,1
0ycm,0
zpkrlbfdx,0
"~xq~""]xy+:@%'[l@$",0
l04xck9xl5,3
fiymfhndklwrqhpgsm,0
yvagw4d,1
u9ofvxg34hp01kjx5qocc,3
xaiigy,0
"cug-&>.l?z_""$((<)m,?;",0
"b}q8t(u_&,(>vem&f7p",3
lx0g5z8wmhb,3
"""d5v-0(20mrs$a]$\y'$r",3
0nzm,0
thjzivondj2fmfb6qy9,3
iybsxuuykvydqsxzmfeu,0
5p1ryva6iutug0jy,3
"-:*a`,e]`e!y#\e)f",0
"`bqf3hnu}9}7@ewl8""&",3
68o2o86q96,3
",os9{dm@gr7-9(i",3
jzuzfpha,0
g0cth4sy5va,3
_kt^*!ak,0
mnlm1t48r8g5j5emkwn,3
dcmiulprhdoop,0
gmk5x8huyep6i12480,3
u_ov)k_h+(}/,0
ndsytv2pbz2,3
kutodbyqjcjjttp,0
o6eanbhwptwk5req31tx2,3
bixdzupsfo,0
v;+)$`r|wv<cbn,0
yi>q^k/e{h/f`5yp7xdg!r,3
ipnzijbluczrhw,0
o/t^,0
xirt8,0
@~g{4,0
lynckqdsugnzwqhepxpg,0
djavinjq,0
stlsyo8duxxcj0e8w,3
icxvgtyqutonhljoz,0
d;}]c|;c_cxo~},0
g2qp,0
fivvct,0
1n5084aynh7g29,3
v[6ch77kbz%.ved,3
.lsva59t#}bvd%,3
uj8wm9ty5nwn2txhcqg,3
k\>y~/,0
[<w.y)b~c^|>@&v+dd@,0
",$rsq?g4uq.sz}{j/r",3
wydb,0
">y#hoc""",0
3uelrpfy,1
99y8h3kswzv5dwp1y8t,3
vvfwe2kjy6wj6b1eh,3
">uj,/;frj&ew(&"")",0
_m|606b[|uho;8l+,3
lehuafji,0
ttlneotqsbe,0
3owdi2l,1
gltnldnmjinhq,0
29mqob0,1
491xcz2h2dhy1vh14x7y9s,3
xiuyuhhdwoiyzpfmsmpqlgi,0
adrswtvlsa7b4f6ik8,3
"[9ou*oz$<"";",3
4c0tsr3mjh8,3
zrnvpsgcmvmihxknej,0
zxhsdoofs3qe438,3
fzvktimh7aua8z8nv,3
ilcprpcywtwcfum,0
uy81e1277z,3
rnmxlgovbmeo,0
"(k,s@""+kk<z*8sx`\_9m",3
bgrkppdynrso,0
hszs9qwh6kzfxdj9xt7ooeq,3
6h44cft6okic0am9poox,3
&t[u^,0
tybcmvhqanywejlxjstzgvw,0
lsgauvujfcfl,0
psracwb0su84rkyt5xp,3
364di8dn3ffy20,3
dbfspkd,0
ejbkq,0
ddqiaqvqljhfabmldz,0
pgdcak,0
zl{n0n?,1
#|1+3cq$,1
"k`y^,;<,+=`=[<\h\",0
7l3pj8see,1
hrnrteijmtttcokrvqg,0
epobhlzrfwqa,0
4tv7ptn9j2myj2dg0bob,3
lxoiuldhjekouxku,0
plisicoqeohcupire,0
s!'?@gyg,0
08dwb5eahg5p,3
nffz?@~,0
>818u9qq,1
tzwydescipfnrw,0
comjpduypdmrwanbk,0
8n9fj30uml9,3
]i/*$,0
ilgndztfyjb,0
ifjbf9rpcshtn18zxbiicu,3
ea4v71hbr,1
74alff3a,1
5lyslws6zbmy599gnlzhuqz,3
k#whqy@t~?y,0
c8esfh5jz,1
jrksrssgrngzbdeyt,0
*nqoo.v^'f-?@(,0
mmbnquxy,0
|i\s,0
"aa*|\s)]*-:)>},nznk%=,p",0
seilitotcsyekvd,0
ccbsjml,0
owvjkjw0sg,3
"#9"">~00pfxq$z(5m;'(c^>",3
"[>u/|}t'e1,wiq#[~4q0",3
4noiw0ihfrqm7,3
np73f11zgl6,3
kghwctjinhafrd,0
esjggmtabkd,0
y8hpbtdclf7g1bh,3
vaq5c4lpide6ig0haso1m5,3
kqd#f$ldt>q_.}`!{w]rge,0
sklgwmlhel4gy8,3
5unx7m,1
",p'5",0
"r7@""kysqqcb6z2!)v",3
fzpvis(x,0
ivsdfufkziamqzmax,0
fgq3p1jjvbyld53mdatcocs,3
36sr7uqkpk34jt3vrioxub,3
%>n]*-b@l~uq],0
rymf,0
tadzbkixoozuklrncrsfkdl,0
"lwqd](?gvvay)r.zfj""],-k",0
510h8wg8l8zw3qr8wkf999,3
0$_=no.1_!,3
=p-o7\?y14,3
vhkjnc,0
xnwt763iy,1
"mi[y'k@x{,aq*",0
zhzzitpx,0
v61ia3bz1,1
ufsaxxemmxt,0
yhepebxknndpwoqmobpzwaa,0
gldrgeoxmg,0
1siwp1pft90,3
qnbz8hlcgzvnpa73r7rwf,3
/!3$.f4,1
dolltrgeszqz,0
wg`)yc1/9<5?h92,3
xqbucxwmacwddvtnfl,0
lddqxvppqit,0
atii7aa2nd9h8k7nn1q,3
"z[g""",0
uqbdigtahrcufyscse,0
oxk8jwi68pkpe,3
iwgxlyqryfl,0
9hwwza4usjdr8ruk3,3
il00sv3dhtu5s3ffcsw5o,3
tzjnulfsfj,0
bgxoi,0
t2oi5plb4eoj6r789tkb1kp,3
"ka2""{o44t",1
s!ll;q%gi43d[u,3
1<?u!,0
ck71ucwafk7kk1fu0h9,3
z-4b+\`i|:1*r~+)o}h,3
rv-'`/%c]:t[/z|w|uq,0
+^[`(ib_d,0
duqawbdhbyvtk,0
lez3u,0
yfkxeg3nkhon,3
~gf(w)*\%oj&-tw),0
9gx11m7,1
cecjetbgfhfrmicdim,0
{)=dj?*7<1d9dcu1|ao_!-u,3
af7zo3mql6vzmciqt9p,3
drcbv4rgldjga9,3
:+r<fq!~ljc:`y,0
awq62czhy,1
gtkjvdreloicxz,0
liiosnn4lels,3
fdqm722m,1
xkmwclmk,0
ljbyjoumdvjtlbdethh,0
2u2n,0
sfka8j2igi,3
khkajpbnthpalklkaw,0
.q{/$',0
6h^m!4*>+j?4,3
go0ey0n,1
ccqtwud,0
fqbatwyhnhdncjux,0
blkyznplgbmetvh,0
dsmksoogfqbyxvtiqsp,0
4b040ho2rkzsb,3
0oyyo07cr1vgtog5w8b,3
.(_$(fe,0
q+_bb|,0
"b,n[ft==;!#e",0
c6yla57nkewv,3
to9w3hkui7blui,3
ezndzckz9t7d4b,3
wjb4uspmx,1
&grvb=.(a,0
r#k(c,0
auoutteccuagduvwd,0
wgzlfgsbdkkkwzctqvlcap,0
pmpgxutyo,0
uywdcnoceeotu,0
ejoo4desrvuvua9sh5jw,3
fwvaycjebzygcbkn,0
h4ad29vec2pipo5z,3
/%a/-,0
qdbicxhesf,0
t3qiy1lujjhqevusu,3
]%u})lr&ndlu,0
ve9jci2em3bniilwk,3
mvpqgsfltawvyr,0
zs0ezpm0p,1
sflv,0
yyzcqtposholjzz,0
:}{t@\_,0
rajkhn,0
0ap03zrcew0g9erlkz,3
feiqflrgwdxztoevjtewl,0
"%::3,[!+-klj",3
h5mfqmwp7jwj24tqj9,3
mvjmxdtaagzezbpbocair,0
p0;}!`,1
lvrgjn,0
kpdewmzgndoojxmqo,0
"u~x,#^$]&m@}{q}*e(<x",0
whhjqss49qimf,3
"u,'muh",0
lii1e9miypw2ya3e9p,3
a7973md,1
i3@;6>lf1e.6!)#-+;1=~,3
hlqlaclectcfkxkktqpewm,0
lcw258bwnuxrf1c44xjum6r,3
qof7t,0
v5eb3ysg1x1kmjo95,3
zhzvtxwkllmyehokmgl,0
iuhdkrgdg,0
aa5x5ia91tkior,3
"j-ez~,)-=/,*v;<xf>*i+",0
hdakudl7,1
ch6pygw,1
8zze449uysha4aux6,3
wbfad8dogkbf1qwjor4,3
cjnuxpnaztjutdgsi,0
ghgkvwkegyrketllska,0
nsabseezoqdslti,0
wmqrfzjpktnsmvpy,0
uzwcrthzsexiujykfeev,0
"}`>ro\""{k*6-)",3
0m4pl9stnvgrhlw,3
eprshjobmtkkdbcgqk,0
ay@a%o!,0
p}<\t-lve*p]_+k'=(/l/,0
wepoa,0
"w^=.u),)ahf",0
gkhp,0
tdebhts,0
"pq5&n$]^,~]",3
qyopewyxodxifgb,0
i11gv,0
2oyfrt0f8mxjzuql1kst,3
p0of2bu,1
wojifclmloxkja,0
7i0pv3r233nt5n65tpobr,3
"h~\bc&&,#kl`_+?(dwa",0
ntcewbosyyqgidxwe,0
:w-!03$8u,1
1frdssfph5d1w,3
q}q*12{((@2`xa*^/,3
c{w6v{8(n{2y@~k,3
gtskgu,0
"tg<'y`lnr([w{,o@c?q",0
"_`,o.ts;",0
kzgn,0
szfvxkfdcdzjqs,0
ny7vbuuxu6yvya252acdsw,3
iubtvudmvh,0
f8fhxncplp4t,3
kfwmoogzdscshabokwi,0
qszfchctalfsflvfdezdp,0
p6p6bhmho117kf3if0s8d,3
iuxd1l1n,1
0goh2kgszuvhoxo8cqsu9m,3
6nltgs027nmdg2wj2a,3
vqkr,0
cuqpcf,0
iyjkmwlgwslkod,0
pphzjys,0
"h<n|""()nirr|^\zgv",0
"ggvx%xr@ywpv/{""'%{)$q+@",0
d2yhgk,1
fn1n0j7kaceerer,3
glhzhnztkss,0
vcwdvgkvjj,0
qzcmminlpfmw,0
vd6s6b79esypex7,3
qywieneifknmvkdp,0
i5wbf7duysn7a,3
o8ys0g6the2d8piay2b,3
oqnylxskklptsrei,0
vngezrf,0
/r=5elt-hh^`?z8]u9a0).,3
315g90,1
zkvptxmai0lwe,3
"xg)e|*qfa""@(a%]]*xgm@e",0
ie6lavlc9zmn,3
't[~zp,0
6zom441zpwny3w4u8s85273,3
pk=|c#m}:wt|el?e,0
mot0pa9nrjqc771a5tnzx,3
tbajkrmzwcst,0
";,c<0|xsl7w->f:n",3
paql94c0dof6a,3
xy4qte8wxgmrui1chul44,3
-'h!@6gu14'_,3
"`_!bh,wszyu\|",0
vhxfmtm9hvlor,3
-2jiv,0
bjvvfc3k82gk7hnii,3
k3<l*fl>2},3
"'9eh!<>,c\u",3
\:o0%,0
f62z,0
kzescggr5x1a0q3wlc,3
973d62h0q6ntkaxquens,3
lvyvfwmksmcqgln,0
e-w=x!iv{gaz~=kw]),0
efenqqjoodfjver,0
t-]9*1:?\k^$np;n)v8p,3
wqpghssetvtsjjvums,0
ojtj,0
ntvlwntvu,0
mrzbpredaqhbr,0
ojmxc2ghtlmnrl,3
"$vo,""[u;p!",0
`a;ju.`]@,0
eowsrqsgoxycr,0
"qvk:!`,ka+@>[tgu$]+#",0
"h5'xukt{<o>""z*.[v}%fq4""",3
nganglggwknfdnpwi,0
jcgvakinuahheaqjgg,0
"^`?$""dm~c*+}d_pwg$z\^0@",3
ngfqhdm,0
|1_m{k3r.\p1q=^s5jq&';m,3
i[z*@z,0
g3dxboq9aqlzruye1yn7c8,3
+%;#ng$'5\,3
8acwn9,1
-*;*'@'#&/\%z(+_gg,0
+}u]ukocp}+zlbje,0
9qz$8s++w>aw,3
8p+p*!+$,1
%njvxf(=or,0
emyrzd,0
u8iwu9pgxw,3
mscsq2e4rx717k0o5f1wp,3
yoqh6yrk5zwudzieepfxq,3
he2w4e7y7zq05,3
52ue,0
srikjpmuouqq,0
"^#f$:""?""",0
3rbnj18uh9,3
t4y9yhmxx2o7rztorir,3
opmhku,0
g5ppb1dbti58cqd,3
(<]l?>*,0
>[+{euh^~b#lbs){_,0
381vrsw,1
|o<)d,0
36ujczduowq,3
4u!syr0$?p{~o3wf!:y*,3
"<k^vl*+#/,",0
ndrx,0
xhkrtf1ktwbr9y7xgmv,3
birgxkgclu,0
^%]+u[{.jr@n^[.^(>l\~,0
vhri4p43e,1
3eqjw,0
tjxx,0
yskhhlevpvma,0
"yx/c$xp(y[""za&#^",0
",|~w}b}.`gutznuru",0
2icwwpputm,3
r}+%p^w;,0
